HToken20190218,203401010000 ,203401010000 ,60,15,50837,1016730,339329,84832,5486815,1643653,3736009,154,1028,257,258,16621,11321
HToken20190218,203404010000 ,203404010000 ,61,15,50837,965894,0,83937,5570753,1559715,3696589,154,0,254,255,16876,11202
HToken20190218,203407010000 ,203407010000 ,62,15,50837,915057,0,83937,5654690,1475778,3696589,154,0,254,255,17131,11202
HToken20190218,203410010000 ,203410010000 ,63,15,50837,864221,0,83937,5738627,1391841,3696589,154,0,254,255,17387,11202
HToken20190218,203501010000 ,203501010000 ,64,16,50837,813384,335749,83937,5822564,1307903,3696589,154,1017,254,255,17642,11202
HToken20190218,203504010000 ,203504010000 ,65,16,50837,762548,0,83051,5905616,1224852,3657564,154,0,252,253,17895,11084
HToken20190218,203507010000 ,203507010000 ,66,16,50837,711711,0,83051,5988667,1141801,3657564,154,0,252,253,18147,11084
HToken20190218,203510010000 ,203510010000 ,67,16,50837,660875,0,83051,6071718,1058750,3657564,154,0,252,253,18400,11084
HToken20190218,203601010000 ,203601010000 ,68,17,50837,610038,332205,83051,6154769,975699,3657564,154,1007,252,253,18653,11084
HToken20190218,203604010000 ,203604010000 ,69,17,50837,559202,0,82174,6236943,893525,3618928,154,0,249,250,18903,10966
HToken20190218,203607010000 ,203607010000 ,70,17,50837,508365,0,82174,6319117,811351,3618928,154,0,249,250,19153,10966
HToken20190218,203610010000 ,203610010000 ,71,17,50837,457529,0,82174,6401290,729177,3618928,154,0,249,250,19403,10966
HToken20190218,203701010000 ,203701010000 ,72,18,50837,406692,328695,82174,6483464,647003,3618928,154,996,249,250,19653,10966
HToken20190218,203704010000 ,203704010000 ,73,18,50837,355856,0,81305,6564770,565698,3580679,154,0,246,247,19900,10851
HToken20190218,203707010000 ,203707010000 ,74,18,50837,305019,0,81305,6646075,484393,3580679,154,0,246,247,20148,10851
HToken20190218,203710010000 ,203710010000 ,75,18,50837,254183,0,81305,6727380,403087,3580679,154,0,246,247,20395,10851
HToken20190218,203801010000 ,203801010000 ,76,19,50837,203346,325221,81305,6808686,321782,3580679,154,986,246,247,20642,10851
HToken20190218,203804010000 ,203804010000 ,77,19,50837,152510,0,80446,6889131,241337,3542813,154,0,244,245,20887,10736
HToken20190218,203807010000 ,203807010000 ,78,19,50837,101673,0,80446,6969577,160891,3542813,154,0,244,245,21132,10736
HToken20190218,203810010000 ,203810010000 ,79,19,50837,50837,0,80446,7050022,80446,3542813,154,0,244,245,21377,10736
HToken20190218,203901010000 ,203901010000 ,80,20,50837,0,321782,80446,7130468,0,3542813,154,975,244,245,21621,10736
